beta_post_pub,se_post_pub,t_post_pub,beta_bear,se_bear,t_bear,beta_post_pub_x_bear,se_interaction,t_interaction,n_obs,n_factors
-0.5052,0.4843,-1.0432,-0.4861,0.5619,-0.8651,0.9713,0.5839,1.6636,3480,11
