in_sample_mean_pct,beta_post_sample,se_post_sample,t_post_sample,beta_post_pub,se_post_pub,t_post_pub,decay_oos_pct,decay_post_pub_pct,n_obs,n_factors
-1.1225099072088447,0.2180524232473331,0.8517771434828781,0.255997035041028,0.12246107753946792,0.5261825295494805,0.23273497439057803,-19.425434185211525,-10.909576543869544,383,1
